Fecha de registro;numero_radicado;nit_proveedor;nombre_proveedor;moneda;fecha_factura;numero_factura;pedido;valor_total;estado_factura;categoria;tipo_factura;responsable
22/06/2025;NT00695;NIT0000000041;Juan Valdez;COP;16/12/2025;FAC-12;PED-4811;$ 8.400.000;Pagada;Consultoría;Electronica;Responsable 2
11/12/2025;NT00696;NIT0000000042;Compass Group;COP;23/07/2025;FAC-12;PED-4812;$ 10.500.000;Pagada;Servicios Públicos;Electronica;Responsable 2
18/11/2023;NT00697;NIT0000000043;Serco;COP;17/02/2024;FAC-12;PED-4813;$ 9.000.000;Pagada;Servicios Públicos;Electronica;Responsable 2
3/08/2022;NT00698;NIT0000000045;NextEra Energy;COP;14/01/2025;FAC-12;PED-4815;$ 23.000.000;Pagada;Energía;Electronica;Responsable 2
3/04/2022;NT00699;NIT0000000046;Exelon;COP;3/12/2025;FAC-12;PED-4816;$ 18.700.000;Pagada;Energía;Electronica;Responsable 2
3/05/2024;NT00700;NIT0000000047;EDF;COP;9/02/2022;FAC-12;PED-4817;$ 19.200.000;Pagada;Energía;Electronica;Responsable 2
29/07/2025;NT00701;NIT0000000048;Oracle;COP;15/11/2022;FAC-12;PED-4818;$ 80.000.000;Pagada;Tecnologia;Electronica;Responsable 2
7/07/2023;NT00702;NIT0000000049;Starbucks;COP;16/01/2025;FAC-12;PED-4819;$ 5.500.000;Pagada;Consultoría;Electronica;Responsable 2
11/08/2023;NT00703;NIT0000000050;Accenture;COP;14/10/2024;FAC-12;PED-4820;$ 95.000.000;Pagada;Servicios;Electronica;Responsable 2
14/08/2022;NT00704;NIT0000000051;Mondelez;COP;29/11/2023;FAC-12;PED-4821;$ 27.600.000;Pagada;Alimentación;Electronica;Responsable 2
26/12/2025;NT00705;NIT0000000052;KPMG;COP;11/12/2023;FAC-12;PED-4822;$ 30.000.000;Pagada;Servicios;Electronica;Responsable 2
7/03/2025;NT00706;NIT0000000053;Cisco;COP;9/10/2022;FAC-12;PED-4823;$ 35.000.000;Pagada;Tecnologia;Electronica;Responsable 2
25/02/2025;NT00707;NIT0000000056;Burger King;COP;2/01/2025;FAC-12;PED-4826;$ 90.000.000;Pagada;Consultoría;Electronica;Responsable 2
7/05/2023;NT00708;NIT0000000057;KFC;COP;10/03/2023;FAC-12;PED-4827;$ 38.000.000;Pagada;Consultoría;Electronica;Responsable 2
17/06/2025;NT00709;NIT0000000058;Capgemini;COP;18/01/2024;FAC-12;PED-4828;$ 80.000.000;Pagada;Servicios;Electronica;Responsable 2
21/10/2025;NT00710;NIT0000000059;Amazon;COP;29/11/2025;FAC-12;PED-4829;$ 22.000.000;Pagada;Tecnologia;Electronica;Responsable 2
5/06/2025;NT00711;NIT0000000060;Tostao;COP;17/09/2025;FAC-12;PED-4830;$ 7.600.000;Pagada;Consultoría;Electronica;Responsable 2
23/09/2025;NT00712;NIT0000000061;McDonald's;COP;16/12/2022;FAC-12;PED-4831;$ 60.000.000;Pagada;Consultoría;Electronica;Responsable 2
30/11/2023;NT00713;NIT0000000062;Bain;COP;2/01/2025;FAC-12;PED-4832;$ 70.000.000;Pagada;Servicios;Electronica;Responsable 2
8/01/2024;NT00714;NIT0000000063;Procter & Gamble;COP;9/02/2025;FAC-12;PED-4833;$ 28.800.000;Pagada;Alimentación;Electronica;Responsable 2
12/11/2022;NT00715;NIT0000000064;Securitas;COP;7/02/2024;FAC-12;PED-4834;$ 8.700.000;Pagada;Servicios Públicos;Electronica;Responsable 2
26/07/2023;NT00716;NIT0000000065;Crepes & Waffles;COP;9/06/2024;FAC-12;PED-4835;$ 15.000.000;Pagada;Consultoría;Electronica;Responsable 2
18/12/2022;NT00717;NIT0000000066;SAP;COP;30/11/2024;FAC-12;PED-4836;$ 120.000.000;Pagada;Tecnologia;Electronica;Responsable 2
15/10/2022;NT00718;NIT0000000067;Mitie;COP;8/04/2023;FAC-12;PED-4837;$ 7.500.000;Pagada;Servicios Públicos;Electronica;Responsable 2
20/07/2023;NT00719;NIT0000000068;EY;COP;16/11/2024;FAC-12;PED-4838;$ 35.000.000;Pagada;Servicios;Electronica;Responsable 2
10/07/2022;NT00720;NIT0000000069;BCG;COP;21/02/2025;FAC-12;PED-4839;$ 145.000.000;Pagada;Servicios;Electronica;Responsable 2
6/01/2023;NT00721;NIT0000000070;Google;COP;3/12/2022;FAC-12;PED-4840;$ 15.000.000;Pagada;Tecnologia;Electronica;Responsable 2
19/12/2022;NT00722;NIT0000000001;ABM;COP;26/01/2023;FAC-13;PED-4841;$ 6.200.000;Pendiente;Servicios Públicos;Fisica;Responsable 3
19/08/2022;NT00723;NIT0000000002;Subway;COP;22/01/2023;FAC-13;PED-4842;$ 9.000.000;Pendiente;Consultoría;Fisica;Responsable 3
18/05/2024;NT00724;NIT0000000003;Sodexo;COP;17/03/2025;FAC-13;PED-4843;$ 11.000.000;Pendiente;Servicios Públicos;Fisica;Responsable 3
5/06/2023;NT00725;NIT0000000005;ISS;COP;13/10/2023;FAC-13;PED-4845;$ 9.800.000;Pendiente;Servicios Públicos;Fisica;Responsable 3
6/12/2024;NT00726;NIT0000000006;Rentokil;COP;6/05/2024;FAC-13;PED-4846;$ 1.200.000;Pendiente;Servicios Públicos;Fisica;Responsable 3
4/10/2023;NT00727;NIT0000000008;IBM;COP;11/10/2025;FAC-13;PED-4848;$ 50.000.000;Pendiente;Tecnologia;Fisica;Responsable 3
19/09/2025;NT00728;NIT0000000009;Oma;COP;28/06/2022;FAC-13;PED-4849;$ 6.400.000;Pendiente;Consultoría;Fisica;Responsable 3
15/03/2024;NT00729;NIT0000000010;Deloitte;COP;6/09/2024;FAC-13;PED-4850;$ 40.000.000;Pendiente;Servicios;Fisica;Responsable 3
16/08/2025;NT00730;NIT0000000011;Apple;COP;1/12/2022;FAC-13;PED-4851;$ 45.000.000;Pendiente;Tecnologia;Fisica;Responsable 3
29/04/2025;NT00731;NIT0000000012;Intel;COP;31/12/2023;FAC-13;PED-4852;$ 32.000.000;Pendiente;Tecnologia;Fisica;Responsable 3
17/09/2023;NT00732;NIT0000000013;General Mills;COP;14/06/2025;FAC-13;PED-4853;$ 32.500.000;Pendiente;Alimentación;Fisica;Responsable 3
24/03/2023;NT00733;NIT0000000014;Unilever;COP;14/11/2024;FAC-13;PED-4854;$ 41.000.000;Pendiente;Alimentación;Fisica;Responsable 3
26/09/2022;NT00734;NIT0000000015;Dunkin Donuts;COP;29/08/2022;FAC-13;PED-4855;$ 35.000.000;Pendiente;Consultoría;Fisica;Responsable 3
1/03/2022;NT00735;NIT0000000017;Aramark;COP;14/08/2024;FAC-13;PED-4857;$ 12.000.000;Pendiente;Servicios Públicos;Fisica;Responsable 3
28/05/2023;NT00736;NIT0000000018;E.ON;COP;22/04/2023;FAC-13;PED-4858;$ 18.000.000;Pendiente;Energía;Fisica;Responsable 3
22/02/2024;NT00737;NIT0000000020;Iberdrola;COP;15/09/2025;FAC-13;PED-4860;$ 17.500.000;Pendiente;Energía;Fisica;Responsable 3
29/11/2022;NT00738;NIT0000000021;Engie;COP;24/06/2024;FAC-13;PED-4861;$ 22.000.000;Pendiente;Energía;Fisica;Responsable 3
14/03/2025;NT00739;NIT0000000023;TCS;COP;2/08/2024;FAC-13;PED-4863;$ 120.000.000;Pendiente;Servicios;Fisica;Responsable 3
21/02/2022;NT00740;NIT0000000024;PepsiCo;COP;16/04/2023;FAC-13;PED-4864;$ 35.000.000;Pendiente;Alimentación;Fisica;Responsable 3
1/02/2023;NT00741;NIT0000000025;PwC;COP;20/05/2022;FAC-13;PED-4865;$ 28.000.000;Pendiente;Servicios;Fisica;Responsable 3
26/12/2023;NT00742;NIT0000000027;Duke Energy;COP;24/11/2025;FAC-13;PED-4867;$ 21.500.000;Pendiente;Energía;Fisica;Responsable 3
3/09/2024;NT00743;NIT0000000028;McKinsey;COP;2/09/2023;FAC-13;PED-4868;$ 150.000.000;Pendiente;Servicios;Fisica;Responsable 3
22/10/2023;NT00744;NIT0000000029;Danone;COP;21/04/2025;FAC-13;PED-4869;$ 5.800.000;Pendiente;Alimentación;Fisica;Responsable 3
24/09/2022;NT00745;NIT0000000030;Facebook;COP;4/08/2024;FAC-13;PED-4870;$ 5.000.000;Pendiente;Tecnologia;Fisica;Responsable 3
10/01/2023;NT00746;NIT0000000031;Microsoft;COP;29/02/2024;FAC-13;PED-4871;$ 36.000.000;Pendiente;Tecnologia;Fisica;Responsable 3
1/07/2022;NT00747;NIT0000000032;Enel;COP;9/08/2025;FAC-13;PED-4872;$ 20.000.000;Pendiente;Energía;Fisica;Responsable 3
31/12/2023;NT00748;NIT0000000033;Coca-Cola;COP;9/02/2025;FAC-13;PED-4873;$ 9.000.000;Pendiente;Alimentación;Fisica;Responsable 3
16/08/2022;NT00749;NIT0000000035;Kellogg;COP;17/03/2024;FAC-13;PED-4875;$ 12.600.000;Pendiente;Alimentación;Fisica;Responsable 3
21/12/2022;NT00750;NIT0000000036;Southern Company;COP;11/12/2025;FAC-13;PED-4876;$ 19.800.000;Pendiente;Energía;Fisica;Responsable 3
7/08/2024;NT00751;NIT0000000037;Kraft Heinz;COP;9/05/2023;FAC-13;PED-4877;$ 9.000.000;Pendiente;Alimentación;Fisica;Responsable 3
15/10/2024;NT00752;NIT0000000038;G4S;COP;14/07/2024;FAC-13;PED-4878;$ 8.500.000;Pendiente;Servicios Públicos;Fisica;Responsable 3
13/09/2023;NT00753;NIT0000000040;RWE;COP;14/11/2024;FAC-13;PED-4880;$ 19.000.000;Pendiente;Energía;Fisica;Responsable 3
2/12/2025;NT00754;NIT0000000041;Juan Valdez;COP;22/01/2025;FAC-13;PED-4881;$ 8.400.000;Pendiente;Consultoría;Fisica;Responsable 3
13/12/2024;NT00755;NIT0000000042;Compass Group;COP;9/01/2024;FAC-13;PED-4882;$ 10.500.000;Pendiente;Servicios Públicos;Fisica;Responsable 3
18/06/2022;NT00756;NIT0000000043;Serco;COP;20/05/2023;FAC-13;PED-4883;$ 9.000.000;Pendiente;Servicios Públicos;Fisica;Responsable 3
24/07/2025;NT00757;NIT0000000045;NextEra Energy;COP;14/05/2023;FAC-13;PED-4885;$ 23.000.000;Pendiente;Energía;Fisica;Responsable 3
27/12/2022;NT00758;NIT0000000046;Exelon;COP;10/01/2024;FAC-13;PED-4886;$ 18.700.000;Pendiente;Energía;Fisica;Responsable 3
13/06/2022;NT00759;NIT0000000047;EDF;COP;8/12/2023;FAC-13;PED-4887;$ 19.200.000;Pendiente;Energía;Fisica;Responsable 3
24/06/2023;NT00760;NIT0000000048;Oracle;COP;15/11/2024;FAC-13;PED-4888;$ 80.000.000;Pendiente;Tecnologia;Fisica;Responsable 3
19/12/2024;NT00761;NIT0000000049;Starbucks;COP;4/09/2024;FAC-13;PED-4889;$ 5.500.000;Pendiente;Consultoría;Fisica;Responsable 3
27/10/2025;NT00762;NIT0000000050;Accenture;COP;10/07/2024;FAC-13;PED-4890;$ 95.000.000;Pendiente;Servicios;Fisica;Responsable 3
22/05/2023;NT00763;NIT0000000051;Mondelez;COP;6/01/2023;FAC-13;PED-4891;$ 13.800.000;Pendiente;Alimentación;Fisica;Responsable 3
31/08/2023;NT00764;NIT0000000052;KPMG;COP;27/05/2024;FAC-13;PED-4892;$ 30.000.000;Pendiente;Servicios;Fisica;Responsable 3
16/04/2025;NT00765;NIT0000000053;Cisco;COP;13/10/2024;FAC-13;PED-4893;$ 35.000.000;Pendiente;Tecnologia;Fisica;Responsable 3
16/11/2022;NT00766;NIT0000000056;Burger King;COP;3/03/2022;FAC-13;PED-4896;$ 90.000.000;Pendiente;Consultoría;Fisica;Responsable 3
7/07/2022;NT00767;NIT0000000057;KFC;COP;5/09/2023;FAC-13;PED-4897;$ 38.000.000;Pendiente;Consultoría;Fisica;Responsable 3
7/09/2023;NT00768;NIT0000000058;Capgemini;COP;6/01/2025;FAC-13;PED-4898;$ 80.000.000;Pendiente;Servicios;Fisica;Responsable 3
18/04/2024;NT00769;NIT0000000059;Amazon;COP;3/12/2024;FAC-13;PED-4899;$ 22.000.000;Pendiente;Tecnologia;Fisica;Responsable 3
24/06/2025;NT00770;NIT0000000060;Tostao;COP;16/05/2022;FAC-13;PED-4900;$ 7.600.000;Pendiente;Consultoría;Fisica;Responsable 3
25/05/2024;NT00771;NIT0000000061;McDonald's;COP;16/06/2024;FAC-13;PED-4901;$ 60.000.000;Pendiente;Consultoría;Fisica;Responsable 3
11/05/2024;NT00772;NIT0000000062;Bain;COP;10/12/2022;FAC-13;PED-4902;$ 70.000.000;Pendiente;Servicios;Fisica;Responsable 3
12/02/2023;NT00773;NIT0000000063;Procter & Gamble;COP;10/04/2023;FAC-13;PED-4903;$ 14.400.000;Pendiente;Alimentación;Fisica;Responsable 3
5/08/2025;NT00774;NIT0000000064;Securitas;COP;1/07/2025;FAC-13;PED-4904;$ 8.700.000;Pendiente;Servicios Públicos;Fisica;Responsable 3
5/02/2025;NT00775;NIT0000000065;Crepes & Waffles;COP;23/12/2022;FAC-13;PED-4905;$ 15.000.000;Pendiente;Consultoría;Fisica;Responsable 3
9/08/2022;NT00776;NIT0000000066;SAP;COP;28/01/2025;FAC-13;PED-4906;$ 240.000.000;Pendiente;Tecnologia;Fisica;Responsable 3
28/07/2022;NT00777;NIT0000000067;Mitie;COP;14/05/2023;FAC-13;PED-4907;$ 7.500.000;Pendiente;Servicios Públicos;Fisica;Responsable 3
14/10/2022;NT00778;NIT0000000068;EY;COP;17/09/2023;FAC-13;PED-4908;$ 35.000.000;Pendiente;Servicios;Fisica;Responsable 3
3/12/2022;NT00779;NIT0000000069;BCG;COP;18/11/2023;FAC-13;PED-4909;$ 145.000.000;Pendiente;Servicios;Fisica;Responsable 3
3/01/2022;NT00780;NIT0000000070;Google;COP;16/08/2025;FAC-13;PED-4910;$ 15.000.000;Pendiente;Tecnologia;Fisica;Responsable 3
28/06/2023;NT00781;NIT0000000001;ABM;COP;3/04/2022;FAC-14;PED-4911;$ 6.200.000;Pagada;Servicios Públicos;Electronica;Responsable 4
10/12/2023;NT00782;NIT0000000002;Subway;COP;26/02/2024;FAC-14;PED-4912;$ 9.000.000;Pagada;Consultoría;Electronica;Responsable 4
15/02/2025;NT00783;NIT0000000003;Sodexo;COP;29/12/2023;FAC-14;PED-4913;$ 11.000.000;Pagada;Servicios Públicos;Electronica;Responsable 4
14/11/2024;NT00784;NIT0000000005;ISS;COP;15/10/2025;FAC-14;PED-4915;$ 9.800.000;Pagada;Servicios Públicos;Electronica;Responsable 4
13/12/2025;NT00785;NIT0000000006;Rentokil;COP;11/04/2025;FAC-14;PED-4916;$ 1.200.000;Pagada;Servicios Públicos;Electronica;Responsable 4
17/07/2023;NT00786;NIT0000000008;IBM;COP;3/09/2025;FAC-14;PED-4918;$ 50.000.000;Pagada;Tecnologia;Electronica;Responsable 4
15/02/2024;NT00787;NIT0000000009;Oma;COP;13/04/2022;FAC-14;PED-4919;$ 6.400.000;Pagada;Consultoría;Electronica;Responsable 4
5/12/2025;NT00788;NIT0000000010;Deloitte;COP;5/04/2023;FAC-14;PED-4920;$ 40.000.000;Pagada;Servicios;Electronica;Responsable 4
20/05/2022;NT00789;NIT0000000011;Apple;COP;8/04/2024;FAC-14;PED-4921;$ 45.000.000;Pagada;Tecnologia;Electronica;Responsable 4
4/04/2024;NT00790;NIT0000000012;Intel;COP;11/12/2024;FAC-14;PED-4922;$ 32.000.000;Pagada;Tecnologia;Electronica;Responsable 4
12/12/2022;NT00791;NIT0000000013;General Mills;COP;21/04/2024;FAC-14;PED-4923;$ 13.000.000;Pagada;Alimentación;Electronica;Responsable 4
6/05/2022;NT00792;NIT0000000014;Unilever;COP;25/06/2022;FAC-14;PED-4924;$ 16.400.000;Pagada;Alimentación;Electronica;Responsable 4
23/12/2023;NT00793;NIT0000000015;Dunkin Donuts;COP;14/09/2023;FAC-14;PED-4925;$ 35.000.000;Pagada;Consultoría;Electronica;Responsable 4
19/03/2022;NT00794;NIT0000000017;Aramark;COP;18/09/2022;FAC-14;PED-4927;$ 12.000.000;Pagada;Servicios Públicos;Electronica;Responsable 4
24/04/2023;NT00795;NIT0000000020;Iberdrola;COP;3/04/2024;FAC-14;PED-4930;$ 17.500.000;Pagada;Energía;Electronica;Responsable 4
20/08/2022;NT00796;NIT0000000021;Engie;COP;7/05/2024;FAC-14;PED-4931;$ 22.000.000;Pagada;Energía;Electronica;Responsable 4
6/09/2023;NT00797;NIT0000000023;TCS;COP;26/11/2023;FAC-14;PED-4933;$ 120.000.000;Pagada;Servicios;Electronica;Responsable 4
22/08/2024;NT00798;NIT0000000024;PepsiCo;COP;25/04/2023;FAC-14;PED-4934;$ 7.000.000;Pagada;Alimentación;Electronica;Responsable 4
24/04/2025;NT00799;NIT0000000025;PwC;COP;25/04/2025;FAC-14;PED-4935;$ 28.000.000;Pagada;Servicios;Electronica;Responsable 4
24/01/2022;NT00800;NIT0000000027;Duke Energy;COP;3/09/2022;FAC-14;PED-4937;$ 21.500.000;Pagada;Energía;Electronica;Responsable 4
6/07/2022;NT00801;NIT0000000028;McKinsey;COP;24/09/2025;FAC-14;PED-4938;$ 150.000.000;Pagada;Servicios;Electronica;Responsable 4
30/06/2023;NT00802;NIT0000000029;Danone;COP;29/12/2023;FAC-14;PED-4939;$ 5.800.000;Pagada;Alimentación;Electronica;Responsable 4
5/11/2024;NT00803;NIT0000000030;Facebook;COP;10/06/2022;FAC-14;PED-4940;$ 5.000.000;Pagada;Tecnologia;Electronica;Responsable 4
28/05/2024;NT00804;NIT0000000031;Microsoft;COP;16/12/2024;FAC-14;PED-4941;$ 36.000.000;Pagada;Tecnologia;Electronica;Responsable 4
19/09/2022;NT00805;NIT0000000032;Enel;COP;5/11/2025;FAC-14;PED-4942;$ 20.000.000;Pagada;Energía;Electronica;Responsable 4
12/08/2024;NT00806;NIT0000000033;Coca-Cola;COP;12/03/2025;FAC-14;PED-4943;$ 9.000.000;Pagada;Alimentación;Electronica;Responsable 4
10/11/2024;NT00807;NIT0000000035;Kellogg;COP;4/12/2022;FAC-14;PED-4945;$ 6.300.000;Pagada;Alimentación;Electronica;Responsable 4
25/02/2025;NT00808;NIT0000000036;Southern Company;COP;20/03/2025;FAC-14;PED-4946;$ 19.800.000;Pagada;Energía;Electronica;Responsable 4
30/08/2022;NT00809;NIT0000000037;Kraft Heinz;COP;25/04/2025;FAC-14;PED-4947;$ 4.500.000;Pagada;Alimentación;Electronica;Responsable 4
18/02/2025;NT00810;NIT0000000038;G4S;COP;12/11/2024;FAC-14;PED-4948;$ 8.500.000;Pagada;Servicios Públicos;Electronica;Responsable 4
16/12/2023;NT00811;NIT0000000040;RWE;COP;21/04/2022;FAC-14;PED-4950;$ 19.000.000;Pagada;Energía;Electronica;Responsable 4
10/10/2022;NT00812;NIT0000000041;Juan Valdez;COP;15/07/2023;FAC-14;PED-4951;$ 8.400.000;Pagada;Consultoría;Electronica;Responsable 4
4/06/2025;NT00813;NIT0000000042;Compass Group;COP;14/12/2024;FAC-14;PED-4952;$ 10.500.000;Pagada;Servicios Públicos;Electronica;Responsable 4
24/08/2024;NT00814;NIT0000000043;Serco;COP;19/11/2025;FAC-14;PED-4953;$ 9.000.000;Pagada;Servicios Públicos;Electronica;Responsable 4
20/01/2022;NT00815;NIT0000000045;NextEra Energy;COP;12/12/2025;FAC-14;PED-4955;$ 23.000.000;Pagada;Energía;Electronica;Responsable 4
4/10/2025;NT00816;NIT0000000046;Exelon;COP;20/12/2025;FAC-14;PED-4956;$ 18.700.000;Pagada;Energía;Electronica;Responsable 4
9/06/2025;NT00817;NIT0000000047;EDF;COP;6/02/2025;FAC-14;PED-4957;$ 19.200.000;Pagada;Energía;Electronica;Responsable 4
7/06/2023;NT00818;NIT0000000048;Oracle;COP;30/09/2025;FAC-14;PED-4958;$ 80.000.000;Pagada;Tecnologia;Electronica;Responsable 4
6/12/2025;NT00819;NIT0000000049;Starbucks;COP;13/03/2025;FAC-14;PED-4959;$ 5.500.000;Pagada;Consultoría;Electronica;Responsable 4
18/11/2023;NT00820;NIT0000000050;Accenture;COP;2/09/2022;FAC-14;PED-4960;$ 95.000.000;Pagada;Servicios;Electronica;Responsable 4
27/08/2022;NT00821;NIT0000000051;Mondelez;COP;22/04/2025;FAC-14;PED-4961;$ 6.900.000;Pagada;Alimentación;Electronica;Responsable 4
19/01/2023;NT00822;NIT0000000052;KPMG;COP;28/09/2023;FAC-14;PED-4962;$ 30.000.000;Pagada;Servicios;Electronica;Responsable 4
14/08/2025;NT00823;NIT0000000053;Cisco;COP;29/05/2023;FAC-14;PED-4963;$ 35.000.000;Pagada;Tecnologia;Electronica;Responsable 4
13/12/2023;NT00824;NIT0000000056;Burger King;COP;29/12/2023;FAC-14;PED-4966;$ 90.000.000;Pagada;Consultoría;Electronica;Responsable 4
17/06/2022;NT00825;NIT0000000057;KFC;COP;12/02/2025;FAC-14;PED-4967;$ 38.000.000;Pagada;Consultoría;Electronica;Responsable 4
23/12/2022;NT00826;NIT0000000058;Capgemini;COP;23/03/2025;FAC-14;PED-4968;$ 80.000.000;Pagada;Servicios;Electronica;Responsable 4
28/06/2024;NT00827;NIT0000000059;Amazon;COP;5/11/2024;FAC-14;PED-4969;$ 22.000.000;Pagada;Tecnologia;Electronica;Responsable 4
24/11/2025;NT00828;NIT0000000060;Tostao;COP;10/07/2025;FAC-14;PED-4970;$ 7.600.000;Pagada;Consultoría;Electronica;Responsable 4
22/07/2023;NT00829;NIT0000000061;McDonald's;COP;23/04/2022;FAC-14;PED-4971;$ 60.000.000;Pagada;Consultoría;Electronica;Responsable 4
29/06/2022;NT00830;NIT0000000062;Bain;COP;10/01/2022;FAC-14;PED-4972;$ 140.000.000;Pagada;Servicios;Electronica;Responsable 4
4/02/2022;NT00831;NIT0000000063;Procter & Gamble;COP;25/08/2023;FAC-14;PED-4973;$ 14.400.000;Pagada;Alimentación;Electronica;Responsable 4
30/09/2022;NT00832;NIT0000000064;Securitas;COP;8/01/2022;FAC-14;PED-4974;$ 8.700.000;Pagada;Servicios Públicos;Electronica;Responsable 4
15/05/2025;NT00833;NIT0000000065;Crepes & Waffles;COP;5/10/2024;FAC-14;PED-4975;$ 7.500.000;Pagada;Consultoría;Electronica;Responsable 4
26/07/2022;NT00834;NIT0000000066;SAP;COP;16/05/2022;FAC-14;PED-4976;$ 240.000.000;Pagada;Tecnologia;Electronica;Responsable 4
5/10/2025;NT00835;NIT0000000067;Mitie;COP;3/10/2023;FAC-14;PED-4977;$ 7.500.000;Pagada;Servicios Públicos;Electronica;Responsable 4
27/10/2023;NT00836;NIT0000000068;EY;COP;6/11/2023;FAC-14;PED-4978;$ 35.000.000;Pagada;Servicios;Electronica;Responsable 4
12/10/2022;NT00837;NIT0000000069;BCG;COP;10/01/2022;FAC-14;PED-4979;$ 145.000.000;Pagada;Servicios;Electronica;Responsable 4
18/01/2022;NT00838;NIT0000000070;Google;COP;2/05/2022;FAC-14;PED-4980;$ 15.000.000;Pagada;Tecnologia;Electronica;Responsable 4
10/05/2024;NT00839;NIT0000000001;ABM;COP;10/02/2024;FAC-15;PED-4981;$ 6.200.000;Pendiente;Servicios Públicos;Fisica;Responsable 5
10/03/2023;NT00840;NIT0000000002;Subway;COP;13/11/2025;FAC-15;PED-4982;$ 9.000.000;Pendiente;Consultoría;Fisica;Responsable 5
25/07/2024;NT00841;NIT0000000003;Sodexo;COP;7/12/2023;FAC-15;PED-4983;$ 11.000.000;Pendiente;Servicios Públicos;Fisica;Responsable 5
23/02/2022;NT00842;NIT0000000005;ISS;COP;27/12/2024;FAC-15;PED-4985;$ 9.800.000;Pendiente;Servicios Públicos;Fisica;Responsable 5
28/04/2024;NT00843;NIT0000000006;Rentokil;COP;13/12/2022;FAC-15;PED-4986;$ 1.200.000;Pendiente;Servicios Públicos;Fisica;Responsable 5
9/09/2024;NT00844;NIT0000000008;IBM;COP;21/05/2025;FAC-15;PED-4988;$ 50.000.000;Pendiente;Tecnologia;Fisica;Responsable 5
12/05/2023;NT00845;NIT0000000009;Oma;COP;8/05/2023;FAC-15;PED-4989;$ 3.200.000;Pendiente;Consultoría;Fisica;Responsable 5
29/01/2023;NT00846;NIT0000000010;Deloitte;COP;2/11/2022;FAC-15;PED-4990;$ 40.000.000;Pendiente;Servicios;Fisica;Responsable 5
9/05/2024;NT00847;NIT0000000011;Apple;COP;12/01/2024;FAC-15;PED-4991;$ 45.000.000;Pendiente;Tecnologia;Fisica;Responsable 5
5/09/2022;NT00848;NIT0000000012;Intel;COP;8/11/2023;FAC-15;PED-4992;$ 32.000.000;Pendiente;Tecnologia;Fisica;Responsable 5
22/10/2022;NT00849;NIT0000000013;General Mills;COP;25/05/2023;FAC-15;PED-4993;$ 13.000.000;Pendiente;Alimentación;Fisica;Responsable 5
16/03/2024;NT00850;NIT0000000014;Unilever;COP;10/12/2022;FAC-15;PED-4994;$ 16.400.000;Pendiente;Alimentación;Fisica;Responsable 5
17/10/2022;NT00851;NIT0000000015;Dunkin Donuts;COP;7/04/2022;FAC-15;PED-4995;$ 35.000.000;Pendiente;Consultoría;Fisica;Responsable 5
3/11/2025;NT00852;NIT0000000017;Aramark;COP;11/02/2022;FAC-15;PED-4997;$ 12.000.000;Pendiente;Servicios Públicos;Fisica;Responsable 5
1/04/2024;NT00853;NIT0000000018;E.ON;COP;16/11/2022;FAC-15;PED-4998;$ 18.000.000;Pendiente;Energía;Fisica;Responsable 5
12/01/2024;NT00854;NIT0000000020;Iberdrola;COP;17/07/2024;FAC-15;PED-5000;$ 17.500.000;Pendiente;Energía;Fisica;Responsable 5
29/06/2023;NT00855;NIT0000000021;Engie;COP;21/10/2023;FAC-15;PED-5001;$ 22.000.000;Pendiente;Energía;Fisica;Responsable 5
25/02/2025;NT00856;NIT0000000023;TCS;COP;14/06/2022;FAC-15;PED-5003;$ 120.000.000;Pendiente;Servicios;Fisica;Responsable 5
6/01/2024;NT00857;NIT0000000024;PepsiCo;COP;17/05/2022;FAC-15;PED-5004;$ 14.000.000;Pendiente;Alimentación;Fisica;Responsable 5
15/04/2024;NT00858;NIT0000000025;PwC;COP;5/12/2022;FAC-15;PED-5005;$ 28.000.000;Pendiente;Servicios;Fisica;Responsable 5
22/06/2024;NT00859;NIT0000000027;Duke Energy;COP;26/03/2025;FAC-15;PED-5007;$ 21.500.000;Pendiente;Energía;Fisica;Responsable 5
10/04/2023;NT00860;NIT0000000028;McKinsey;COP;9/01/2022;FAC-15;PED-5008;$ 150.000.000;Pendiente;Servicios;Fisica;Responsable 5
31/12/2024;NT00861;NIT0000000029;Danone;COP;11/12/2023;FAC-15;PED-5009;$ 5.800.000;Pendiente;Alimentación;Fisica;Responsable 5
16/12/2022;NT00862;NIT0000000030;Facebook;COP;19/11/2023;FAC-15;PED-5010;$ 5.000.000;Pendiente;Tecnologia;Fisica;Responsable 5
7/02/2022;NT00863;NIT0000000031;Microsoft;COP;28/10/2022;FAC-15;PED-5011;$ 36.000.000;Pendiente;Tecnologia;Fisica;Responsable 5
6/06/2023;NT00864;NIT0000000032;Enel;COP;8/03/2025;FAC-15;PED-5012;$ 20.000.000;Pendiente;Energía;Fisica;Responsable 5
22/08/2024;NT00865;NIT0000000033;Coca-Cola;COP;26/10/2024;FAC-15;PED-5013;$ 9.000.000;Pendiente;Alimentación;Fisica;Responsable 5
6/12/2025;NT00866;NIT0000000035;Kellogg;COP;25/12/2024;FAC-15;PED-5015;$ 6.300.000;Pendiente;Alimentación;Fisica;Responsable 5
19/06/2024;NT00867;NIT0000000036;Southern Company;COP;25/09/2024;FAC-15;PED-5016;$ 19.800.000;Pendiente;Energía;Fisica;Responsable 5
